algorithm,pair_index,m,n,cells,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,max_heap_size,avg_heap_size,cells_processed,pct_cells_explored,status
BBMSCore,44,53,223,11819,9591.15,983162,0,983162,0,0,0,0,0,0,0,-1,11819,100,ok
BBMSInter,44,53,223,11819,9591.15,8532,153254,161786,23362,0,0,0,0,0,0,-1,11819,100,ok
BBMSDppInstant,44,53,223,11819,9591.15,8532,68009,76541,23362,1392,22941,1392,0,0,0,-1,11819,100,ok
BBMSDppStepwise,44,53,223,11819,9591.15,8532,68009,76541,23362,1392,9266,6354,0,0,0,-1,11819,100,ok
DijkstraPrims,44,53,223,11819,9591.15,0,0,0,0,0,0,0,11750,11679,266,205.621,11679,98.8155,ok
BBMSCore,45,53,154,8162,7043.39,1683680,0,1683680,0,0,0,0,0,0,0,-1,8162,100,ok
BBMSInter,45,53,154,8162,7043.39,13904,115624,129528,16107,0,0,0,0,0,0,-1,8162,100,ok
BBMSDppInstant,45,53,154,8162,7043.39,13904,34835,48739,16107,767,3381,767,0,0,0,-1,8162,100,ok
BBMSDppStepwise,45,53,154,8162,7043.39,13904,34835,48739,16107,767,3101,2250,0,0,0,-1,8162,100,ok
DijkstraPrims,45,53,154,8162,7043.39,0,0,0,0,0,0,0,414,303,118,80.0891,303,3.71233,ok
BBMSCore,46,53,1128,59784,23888.7,32045402,0,32045402,0,0,0,0,0,0,0,-1,59784,100,ok
BBMSInter,46,53,1128,59784,23888.7,112732,249717,362449,118384,0,0,0,0,0,0,-1,59784,100,ok
BBMSDppInstant,46,53,1128,59784,23888.7,112732,241116,353848,118384,309,7125,309,0,0,0,-1,59784,100,ok
BBMSDppStepwise,46,53,1128,59784,23888.7,112732,241116,353848,118384,309,2682,1880,0,0,0,-1,59784,100,ok
DijkstraPrims,46,53,1128,59784,23888.7,0,0,0,0,0,0,0,9392,8385,1162,1063.24,8385,14.0255,ok
BBMSCore,47,53,1191,63123,20505,42323668,0,42323668,0,0,0,0,0,0,0,-1,63123,100,ok
BBMSInter,47,53,1191,63123,20505,116730,618726,735456,125002,0,0,0,0,0,0,-1,63123,100,ok
BBMSDppInstant,47,53,1191,63123,20505,116730,258043,374773,125002,1264,10067,1264,0,0,0,-1,63123,100,ok
BBMSDppStepwise,47,53,1191,63123,20505,116730,258043,374773,125002,1264,5741,3801,0,0,0,-1,63123,100,ok
DijkstraPrims,47,53,1191,63123,20505,0,0,0,0,0,0,0,4874,3729,1147,705.193,3729,5.90751,ok
BBMSCore,48,53,185,9805,15815.7,1827724,0,1827724,0,0,0,0,0,0,0,-1,9805,100,ok
BBMSInter,48,53,185,9805,15815.7,14934,85136,100070,19354,0,0,0,0,0,0,-1,9805,100,ok
BBMSDppInstant,48,53,185,9805,15815.7,14934,44573,59507,19354,589,5589,589,0,0,0,-1,9805,100,ok
BBMSDppStepwise,48,53,185,9805,15815.7,14934,44573,59507,19354,589,4099,3234,0,0,0,-1,9805,100,ok
DijkstraPrims,48,53,185,9805,15815.7,0,0,0,0,0,0,0,5236,5157,82,64.1437,5157,52.5956,ok
BBMSCore,49,53,313,16589,21454.4,6431124,0,6431124,0,0,0,0,0,0,0,-1,16589,100,ok
BBMSInter,49,53,313,16589,21454.4,22774,391759,414533,32812,0,0,0,0,0,0,-1,16589,100,ok
BBMSDppInstant,49,53,313,16589,21454.4,22774,79393,102167,32812,1659,14706,1659,0,0,0,-1,16589,100,ok
BBMSDppStepwise,49,53,313,16589,21454.4,22774,79393,102167,32812,1659,8870,6102,0,0,0,-1,16589,100,ok
DijkstraPrims,49,53,313,16589,21454.4,0,0,0,0,0,0,0,971,880,100,78.0102,880,5.30472,ok
BBMSCore,50,53,1380,73140,14972,125295678,0,125295678,0,0,0,0,0,0,0,-1,73140,100,ok
BBMSInter,50,53,1380,73140,14972,109336,4370902,4480238,144847,0,0,0,0,0,0,-1,73140,100,ok
BBMSDppInstant,50,53,1380,73140,14972,109336,337938,447274,144847,5271,41564,5271,0,0,0,-1,73140,100,ok
BBMSDppStepwise,50,53,1380,73140,14972,109336,337938,447274,144847,5271,31564,25583,0,0,0,-1,73140,100,ok
DijkstraPrims,50,53,1380,73140,14972,0,0,0,0,0,0,0,25397,25338,255,65.9764,25338,34.6432,ok
BBMSCore,51,53,1118,59254,114315,32477432,0,32477432,0,0,0,0,0,0,0,-1,59254,100,ok
BBMSInter,51,53,1118,59254,114315,84088,3289531,3373619,117303,0,0,0,0,0,0,-1,59254,100,ok
BBMSDppInstant,51,53,1118,59254,114315,84088,280455,364543,117303,10206,62355,10206,0,0,0,-1,59254,100,ok
BBMSDppStepwise,51,53,1118,59254,114315,84088,280455,364543,117303,10206,53883,41958,0,0,0,-1,59254,100,ok
DijkstraPrims,51,53,1118,59254,114315,0,0,0,0,0,0,0,9484,8380,1106,360.916,8380,14.1425,ok
BBMSCore,52,53,58,3074,6895.05,210818,0,210818,0,0,0,0,0,0,0,-1,3074,100,ok
BBMSInter,52,53,58,3074,6895.05,4928,17277,22205,6037,0,0,0,0,0,0,-1,3074,100,ok
BBMSDppInstant,52,53,58,3074,6895.05,4928,13355,18283,6037,236,1244,236,0,0,0,-1,3074,100,ok
BBMSDppStepwise,52,53,58,3074,6895.05,4928,13355,18283,6037,236,1135,850,0,0,0,-1,3074,100,ok
DijkstraPrims,52,53,58,3074,6895.05,0,0,0,0,0,0,0,595,528,110,75.5019,528,17.1763,ok
BBMSCore,53,53,1917,101601,5945.64,116675816,0,116675816,0,0,0,0,0,0,0,-1,101601,100,ok
BBMSInter,53,53,1917,101601,5945.64,165380,4373919,4539299,201197,0,0,0,0,0,0,-1,101601,100,ok
BBMSDppInstant,53,53,1917,101601,5945.64,165380,449352,614732,201197,8281,76350,8281,0,0,0,-1,101601,100,ok
BBMSDppStepwise,53,53,1917,101601,5945.64,165380,449352,614732,201197,8281,51813,41104,0,0,0,-1,101601,100,ok
DijkstraPrims,53,53,1917,101601,5945.64,0,0,0,0,0,0,0,27327,25579,1957,1482.34,25579,25.1759,ok
BBMSCore,54,53,249,13197,21003.7,2285542,0,2285542,0,0,0,0,0,0,0,-1,13197,100,ok
BBMSInter,54,53,249,13197,21003.7,23558,71603,95161,26054,0,0,0,0,0,0,-1,13197,100,ok
BBMSDppInstant,54,53,249,13197,21003.7,23558,54932,78490,26054,621,1818,621,0,0,0,-1,13197,100,ok
BBMSDppStepwise,54,53,249,13197,21003.7,23558,54932,78490,26054,621,1816,1202,0,0,0,-1,13197,100,ok
DijkstraPrims,54,53,249,13197,21003.7,0,0,0,0,0,0,0,12967,12735,274,250.852,12735,96.4992,ok
BBMSCore,55,53,455,24115,8398.49,2265596,0,2265596,0,0,0,0,0,0,0,-1,24115,100,ok
BBMSInter,55,53,455,24115,8398.49,22000,305380,327380,47706,0,0,0,0,0,0,-1,24115,100,ok
BBMSDppInstant,55,53,455,24115,8398.49,22000,132254,154254,47706,2063,24307,2063,0,0,0,-1,24115,100,ok
BBMSDppStepwise,55,53,455,24115,8398.49,22000,132254,154254,47706,2063,12415,8880,0,0,0,-1,24115,100,ok
DijkstraPrims,55,53,455,24115,8398.49,0,0,0,0,0,0,0,24011,23901,561,422.181,23901,99.1126,ok
BBMSCore,56,53,20006,1060318,1.50824e+06,10746661996,0,10746661996,0,0,0,0,0,0,0,-1,1060318,100,ok
BBMSInter,56,53,20006,1060318,1.50824e+06,1428622,55277945,56706567,2100539,0,0,0,0,0,0,-1,1060318,100,ok
BBMSDppInstant,56,53,20006,1060318,1.50824e+06,1428622,5138885,6567507,2100539,41241,834983,41241,0,0,0,-1,1060318,100,ok
BBMSDppStepwise,56,53,20006,1060318,1.50824e+06,1428622,5138885,6567507,2100539,41241,485705,411994,0,0,0,-1,1060318,100,ok
DijkstraPrims,56,53,20006,1060318,1.50824e+06,0,0,0,0,0,0,0,546358,534320,12101,3626.48,534320,50.3924,ok
BBMSCore,57,53,1899,100647,2.08573e+07,260763790,0,260763790,0,0,0,0,0,0,0,-1,100647,100,ok
BBMSInter,57,53,1899,100647,2.08573e+07,164856,12157963,12322819,199338,0,0,0,0,0,0,-1,100647,100,ok
BBMSDppInstant,57,53,1899,100647,2.08573e+07,164856,443587,608443,199338,11145,47634,11145,0,0,0,-1,100647,100,ok
BBMSDppStepwise,57,53,1899,100647,2.08573e+07,164856,443587,608443,199338,11145,37438,25870,0,0,0,-1,100647,100,ok
DijkstraPrims,57,53,1899,100647,2.08573e+07,0,0,0,0,0,0,0,81692,81638,285,106.345,81638,81.1132,ok
BBMSCore,58,53,63,3339,7120.06,251390,0,251390,0,0,0,0,0,0,0,-1,3339,100,ok
BBMSInter,58,53,63,3339,7120.06,5764,18789,24553,6562,0,0,0,0,0,0,-1,3339,100,ok
BBMSDppInstant,58,53,63,3339,7120.06,5764,13919,19683,6562,196,843,196,0,0,0,-1,3339,100,ok
BBMSDppStepwise,58,53,63,3339,7120.06,5764,13919,19683,6562,196,792,563,0,0,0,-1,3339,100,ok
DijkstraPrims,58,53,63,3339,7120.06,0,0,0,0,0,0,0,298,200,101,58.395,200,5.98982,ok
BBMSCore,59,53,2142,113526,10216.3,55841476,0,55841476,0,0,0,0,0,0,0,-1,113526,100,ok
BBMSInter,59,53,2142,113526,10216.3,183306,2659772,2843078,224857,0,0,0,0,0,0,-1,113526,100,ok
BBMSDppInstant,59,53,2142,113526,10216.3,183306,504294,687600,224857,6824,71594,6824,0,0,0,-1,113526,100,ok
BBMSDppStepwise,59,53,2142,113526,10216.3,183306,504294,687600,224857,6824,42574,35213,0,0,0,-1,113526,100,ok
DijkstraPrims,59,53,2142,113526,10216.3,0,0,0,0,0,0,0,77770,77108,1774,1194.99,77108,67.921,ok
BBMSCore,60,846,903,763938,27087.4,500731002,0,500731002,0,0,0,0,0,0,0,-1,763938,100,ok
BBMSInter,60,846,903,763938,27087.4,1072026,10733272,11805298,1524993,0,0,0,0,0,0,-1,763938,100,ok
BBMSDppInstant,60,846,903,763938,27087.4,1072026,3727279,4799305,1524993,37380,1913900,37380,0,0,0,-1,763938,100,ok
BBMSDppStepwise,60,846,903,763938,27087.4,1072026,3727279,4799305,1524993,37380,560678,492083,0,0,0,-1,763938,100,ok
DijkstraPrims,60,846,903,763938,27087.4,0,0,0,0,0,0,0,708906,708065,2269,1406.68,708065,92.6862,ok
BBMSCore,61,846,199,168354,26531.9,21957430,0,21957430,0,0,0,0,0,0,0,-1,168354,100,ok
BBMSInter,61,846,199,168354,26531.9,161902,2171786,2333688,335498,0,0,0,0,0,0,-1,168354,100,ok
BBMSDppInstant,61,846,199,168354,26531.9,161902,928299,1090201,335498,22272,345895,22272,0,0,0,-1,168354,100,ok
BBMSDppStepwise,61,846,199,168354,26531.9,161902,928299,1090201,335498,22272,180303,143277,0,0,0,-1,168354,100,ok
DijkstraPrims,61,846,199,168354,26531.9,0,0,0,0,0,0,0,165942,165694,1346,615.414,165694,98.42,ok
BBMSCore,62,846,223,188658,19801.2,114179544,0,114179544,0,0,0,0,0,0,0,-1,188658,100,ok
BBMSInter,62,846,223,188658,19801.2,296526,2850404,3146930,376134,0,0,0,0,0,0,-1,188658,100,ok
BBMSDppInstant,62,846,223,188658,19801.2,296526,868335,1164861,376134,14042,323222,14042,0,0,0,-1,188658,100,ok
BBMSDppStepwise,62,846,223,188658,19801.2,296526,868335,1164861,376134,14042,161168,142207,0,0,0,-1,188658,100,ok
DijkstraPrims,62,846,223,188658,19801.2,0,0,0,0,0,0,0,153385,153043,480,310.008,153043,81.1219,ok
BBMSCore,63,846,154,130284,17319,106007426,0,106007426,0,0,0,0,0,0,0,-1,130284,100,ok
BBMSInter,63,846,154,130284,17319,225156,2070645,2295801,259251,0,0,0,0,0,0,-1,130284,100,ok
BBMSDppInstant,63,846,154,130284,17319,225156,567254,792410,259251,8578,220881,8578,0,0,0,-1,130284,100,ok
BBMSDppStepwise,63,846,154,130284,17319,225156,567254,792410,259251,8578,85838,74328,0,0,0,-1,130284,100,ok
DijkstraPrims,63,846,154,130284,17319,0,0,0,0,0,0,0,82416,82033,704,334.249,82033,62.9648,ok
BBMSCore,64,846,1128,954288,21255.8,1354246642,0,1354246642,0,0,0,0,0,0,0,-1,954288,100,ok
BBMSInter,64,846,1128,954288,21255.8,1808560,5532329,7340889,1906499,0,0,0,0,0,0,-1,954288,100,ok
BBMSDppInstant,64,846,1128,954288,21255.8,1808560,3953287,5761847,1906499,11174,193735,11174,0,0,0,-1,954288,100,ok
BBMSDppStepwise,64,846,1128,954288,21255.8,1808560,3953287,5761847,1906499,11174,90493,70017,0,0,0,-1,954288,100,ok
DijkstraPrims,64,846,1128,954288,21255.8,0,0,0,0,0,0,0,384128,382891,2119,1334.83,382891,40.1232,ok
BBMSCore,65,846,1191,1007586,18205.7,955510718,0,955510718,0,0,0,0,0,0,0,-1,1007586,100,ok
BBMSInter,65,846,1191,1007586,18205.7,1606608,11226026,12832634,2012448,0,0,0,0,0,0,-1,1007586,100,ok
BBMSDppInstant,65,846,1191,1007586,18205.7,1606608,4628783,6235391,2012448,41027,840363,41027,0,0,0,-1,1007586,100,ok
BBMSDppStepwise,65,846,1191,1007586,18205.7,1606608,4628783,6235391,2012448,41027,467273,402878,0,0,0,-1,1007586,100,ok
DijkstraPrims,65,846,1191,1007586,18205.7,0,0,0,0,0,0,0,585385,584038,2494,1695.84,584038,57.9641,ok
BBMSCore,66,846,185,156510,21609.1,70656434,0,70656434,0,0,0,0,0,0,0,-1,156510,100,ok
BBMSInter,66,846,185,156510,21609.1,242764,1220960,1463724,311570,0,0,0,0,0,0,-1,156510,100,ok
BBMSDppInstant,66,846,185,156510,21609.1,242764,724166,966930,311570,8398,144176,8398,0,0,0,-1,156510,100,ok
BBMSDppStepwise,66,846,185,156510,21609.1,242764,724166,966930,311570,8398,81960,67708,0,0,0,-1,156510,100,ok
DijkstraPrims,66,846,185,156510,21609.1,0,0,0,0,0,0,0,13852,12863,1107,877.19,12863,8.21864,ok
BBMSCore,67,846,313,264798,32706.4,87040172,0,87040172,0,0,0,0,0,0,0,-1,264798,100,ok
BBMSInter,67,846,313,264798,32706.4,361536,3634609,3996145,528437,0,0,0,0,0,0,-1,264798,100,ok
BBMSDppInstant,67,846,313,264798,32706.4,361536,1303167,1664703,528437,31782,261718,31782,0,0,0,-1,264798,100,ok
BBMSDppStepwise,67,846,313,264798,32706.4,361536,1303167,1664703,528437,31782,179872,133641,0,0,0,-1,264798,100,ok
DijkstraPrims,67,846,313,264798,32706.4,0,0,0,0,0,0,0,104151,102423,2497,1717.54,102423,38.6797,ok
BBMSCore,68,846,1380,1167480,24596.6,1254589536,0,1254589536,0,0,0,0,0,0,0,-1,1167480,100,ok
BBMSInter,68,846,1380,1167480,24596.6,1517732,30547433,32065165,2331919,0,0,0,0,0,0,-1,1167480,100,ok
BBMSDppInstant,68,846,1380,1167480,24596.6,1517732,5880174,7397906,2331919,89058,1422481,89058,0,0,0,-1,1167480,100,ok
BBMSDppStepwise,68,846,1380,1167480,24596.6,1517732,5880174,7397906,2331919,89058,872585,739482,0,0,0,-1,1167480,100,ok
DijkstraPrims,68,846,1380,1167480,24596.6,0,0,0,0,0,0,0,371920,371123,2347,1598.99,371123,31.7884,ok
BBMSCore,69,846,1118,945828,126411,890028386,0,890028386,0,0,0,0,0,0,0,-1,945828,100,ok
BBMSInter,69,846,1118,945828,126411,1580344,24859672,26440016,1889291,0,0,0,0,0,0,-1,945828,100,ok
BBMSDppInstant,69,846,1118,945828,126411,1580344,4236538,5816882,1889291,107179,977599,107179,0,0,0,-1,945828,100,ok
BBMSDppStepwise,69,846,1118,945828,126411,1580344,4236538,5816882,1889291,107179,753872,630718,0,0,0,-1,945828,100,ok
DijkstraPrims,69,846,1118,945828,126411,0,0,0,0,0,0,0,32455,30298,2168,920.6,30298,3.20333,ok
BBMSCore,70,846,58,49068,20812.1,48489606,0,48489606,0,0,0,0,0,0,0,-1,49068,100,ok
BBMSInter,70,846,58,49068,20812.1,85758,680374,766132,96973,0,0,0,0,0,0,-1,49068,100,ok
BBMSDppInstant,70,846,58,49068,20812.1,85758,208503,294261,96973,2038,24058,2038,0,0,0,-1,49068,100,ok
BBMSDppStepwise,70,846,58,49068,20812.1,85758,208503,294261,96973,2038,21613,18891,0,0,0,-1,49068,100,ok
DijkstraPrims,70,846,58,49068,20812.1,0,0,0,0,0,0,0,6402,6241,465,280.253,6241,12.7191,ok
BBMSCore,71,846,1917,1621782,15978.9,1167772500,0,1167772500,0,0,0,0,0,0,0,-1,1621782,100,ok
BBMSInter,71,846,1917,1621782,15978.9,2622686,22424138,25046824,3239221,0,0,0,0,0,0,-1,1621782,100,ok
BBMSDppInstant,71,846,1917,1621782,15978.9,2622686,7399038,10021724,3239221,149197,1695803,149197,0,0,0,-1,1621782,100,ok
BBMSDppStepwise,71,846,1917,1621782,15978.9,2622686,7399038,10021724,3239221,149197,1191609,1004856,0,0,0,-1,1621782,100,ok
DijkstraPrims,71,846,1917,1621782,15978.9,0,0,0,0,0,0,0,1286563,1284141,4635,2461.58,1284141,79.1809,ok
BBMSCore,72,846,249,210654,32381.4,243381376,0,243381376,0,0,0,0,0,0,0,-1,210654,100,ok
BBMSInter,72,846,249,210654,32381.4,382580,4721316,5103896,419631,0,0,0,0,0,0,-1,210654,100,ok
BBMSDppInstant,72,846,249,210654,32381.4,382580,893044,1275624,419631,12686,58301,12686,0,0,0,-1,210654,100,ok
BBMSDppStepwise,72,846,249,210654,32381.4,382580,893044,1275624,419631,12686,55241,42023,0,0,0,-1,210654,100,ok
DijkstraPrims,72,846,249,210654,32381.4,0,0,0,0,0,0,0,171009,170609,497,270.309,170609,80.9902,ok
BBMSCore,73,846,455,384930,18303.2,283644228,0,283644228,0,0,0,0,0,0,0,-1,384930,100,ok
BBMSInter,73,846,455,384930,18303.2,600500,7069217,7669717,768173,0,0,0,0,0,0,-1,384930,100,ok
BBMSDppInstant,73,846,455,384930,18303.2,600500,1784654,2385154,768173,29900,806661,29900,0,0,0,-1,384930,100,ok
BBMSDppStepwise,73,846,455,384930,18303.2,600500,1784654,2385154,768173,29900,396297,354566,0,0,0,-1,384930,100,ok
DijkstraPrims,73,846,455,384930,18303.2,0,0,0,0,0,0,0,374547,373984,1129,627.445,373984,97.1564,ok
BBMSCore,74,846,20006,16925076,1.50197e+06,37169495796,0,37169495796,0,0,0,0,0,0,0,-1,16925076,100,ok
BBMSInter,74,846,20006,16925076,1.50197e+06,22552038,2740941293,2763493331,33817817,0,0,0,0,0,0,-1,16925076,100,ok
BBMSDppInstant,74,846,20006,16925076,1.50197e+06,22552038,84501514,107053552,33817817,1062682,28874102,1062682,0,0,0,-1,16925076,100,ok
BBMSDppStepwise,74,846,20006,16925076,1.50197e+06,22552038,84501514,107053552,33817817,1062682,13400931,11826564,0,0,0,-1,16925076,100,ok
DijkstraPrims,74,846,20006,16925076,1.50197e+06,0,0,0,0,0,0,0,9834901,9813741,28180,17362,9813741,57.9834,ok
BBMSCore,75,846,1899,1606554,2.08572e+07,1751959524,0,1751959524,0,0,0,0,0,0,0,-1,1606554,100,ok
BBMSInter,75,846,1899,1606554,2.08572e+07,1980996,48179537,50160533,3209993,0,0,0,0,0,0,-1,1606554,100,ok
BBMSDppInstant,75,846,1899,1606554,2.08572e+07,1980996,8255174,10236170,3209993,141272,3006030,141272,0,0,0,-1,1606554,100,ok
BBMSDppStepwise,75,846,1899,1606554,2.08572e+07,1980996,8255174,10236170,3209993,141272,1297532,1024455,0,0,0,-1,1606554,100,ok
DijkstraPrims,75,846,1899,1606554,2.08572e+07,0,0,0,0,0,0,0,452508,449907,3992,2947.27,449907,28.0045,ok
BBMSCore,76,846,63,53298,17959.9,42395656,0,42395656,0,0,0,0,0,0,0,-1,53298,100,ok
BBMSInter,76,846,63,53298,17959.9,83084,1622919,1706003,104827,0,0,0,0,0,0,-1,53298,100,ok
BBMSDppInstant,76,846,63,53298,17959.9,83084,242089,325173,104827,4217,41641,4217,0,0,0,-1,53298,100,ok
BBMSDppStepwise,76,846,63,53298,17959.9,83084,242089,325173,104827,4217,31789,25180,0,0,0,-1,53298,100,ok
DijkstraPrims,76,846,63,53298,17959.9,0,0,0,0,0,0,0,1683,1620,88,66.0383,1620,3.03951,ok
BBMSCore,77,846,2142,1812132,24242.9,2084613866,0,2084613866,0,0,0,0,0,0,0,-1,1812132,100,ok
BBMSInter,77,846,2142,1812132,24242.9,3154940,25533176,28688116,3620816,0,0,0,0,0,0,-1,1812132,100,ok
BBMSDppInstant,77,846,2142,1812132,24242.9,3154940,7931571,11086511,3620816,70057,1779374,70057,0,0,0,-1,1812132,100,ok
BBMSDppStepwise,77,846,2142,1812132,24242.9,3154940,7931571,11086511,3620816,70057,753178,663289,0,0,0,-1,1812132,100,ok
DijkstraPrims,77,846,2142,1812132,24242.9,0,0,0,0,0,0,0,633218,631081,4406,3113.26,631081,34.8253,ok
BBMSCore,78,903,199,179697,6315.7,64093574,0,64093574,0,0,0,0,0,0,0,-1,179697,100,ok
BBMSInter,78,903,199,179697,6315.7,242042,4616146,4858188,358032,0,0,0,0,0,0,-1,179697,100,ok
BBMSDppInstant,78,903,199,179697,6315.7,242042,887069,1129111,358032,16242,309996,16242,0,0,0,-1,179697,100,ok
BBMSDppStepwise,78,903,199,179697,6315.7,242042,887069,1129111,358032,16242,127934,109947,0,0,0,-1,179697,100,ok
DijkstraPrims,78,903,199,179697,6315.7,0,0,0,0,0,0,0,179376,179243,694,390.625,179243,99.7474,ok
BBMSCore,79,903,223,201369,13972.7,42383238,0,42383238,0,0,0,0,0,0,0,-1,201369,100,ok
BBMSInter,79,903,223,201369,13972.7,135082,3408888,3543970,401412,0,0,0,0,0,0,-1,201369,100,ok
BBMSDppInstant,79,903,223,201369,13972.7,135082,1199084,1334166,401412,13822,401836,13822,0,0,0,-1,201369,100,ok
BBMSDppStepwise,79,903,223,201369,13972.7,135082,1199084,1334166,401412,13822,187532,160108,0,0,0,-1,201369,100,ok
DijkstraPrims,79,903,223,201369,13972.7,0,0,0,0,0,0,0,201369,201368,915,564.326,201368,99.9995,ok
BBMSCore,80,903,154,139062,17751.6,77730412,0,77730412,0,0,0,0,0,0,0,-1,139062,100,ok
BBMSInter,80,903,154,139062,17751.6,211866,5372445,5584311,276540,0,0,0,0,0,0,-1,139062,100,ok
BBMSDppInstant,80,903,154,139062,17751.6,211866,648229,860095,276540,8973,109177,8973,0,0,0,-1,139062,100,ok
BBMSDppStepwise,80,903,154,139062,17751.6,211866,648229,860095,276540,8973,91716,80723,0,0,0,-1,139062,100,ok
DijkstraPrims,80,903,154,139062,17751.6,0,0,0,0,0,0,0,46734,46165,717,426.832,46165,33.1974,ok
BBMSCore,81,903,1128,1018584,13653.5,1058571630,0,1058571630,0,0,0,0,0,0,0,-1,1018584,100,ok
BBMSInter,81,903,1128,1018584,13653.5,1403790,7421978,8825768,2034355,0,0,0,0,0,0,-1,1018584,100,ok
BBMSDppInstant,81,903,1128,1018584,13653.5,1403790,5010103,6413893,2034355,10880,2070350,10880,0,0,0,-1,1018584,100,ok
BBMSDppStepwise,81,903,1128,1018584,13653.5,1403790,5010103,6413893,2034355,10880,456241,414952,0,0,0,-1,1018584,100,ok
DijkstraPrims,81,903,1128,1018584,13653.5,0,0,0,0,0,0,0,704695,703170,2222,1653.63,703170,69.0341,ok
BBMSCore,82,903,1191,1075473,14608.7,804427248,0,804427248,0,0,0,0,0,0,0,-1,1075473,100,ok
BBMSInter,82,903,1191,1075473,14608.7,1461964,8663277,10125241,2147895,0,0,0,0,0,0,-1,1075473,100,ok
BBMSDppInstant,82,903,1191,1075473,14608.7,1461964,5320697,6782661,2147895,18241,2984963,18241,0,0,0,-1,1075473,100,ok
BBMSDppStepwise,82,903,1191,1075473,14608.7,1461964,5320697,6782661,2147895,18241,687889,608033,0,0,0,-1,1075473,100,ok
DijkstraPrims,82,903,1191,1075473,14608.7,0,0,0,0,0,0,0,539686,537576,2317,1521.55,537576,49.9851,ok
BBMSCore,83,903,185,167055,29191.9,79529378,0,79529378,0,0,0,0,0,0,0,-1,167055,100,ok
BBMSInter,83,903,185,167055,29191.9,228038,1274335,1502373,332438,0,0,0,0,0,0,-1,167055,100,ok
BBMSDppInstant,83,903,185,167055,29191.9,228038,819717,1047755,332438,2583,724080,2583,0,0,0,-1,167055,100,ok
BBMSDppStepwise,83,903,185,167055,29191.9,228038,819717,1047755,332438,2583,113822,87010,0,0,0,-1,167055,100,ok
DijkstraPrims,83,903,185,167055,29191.9,0,0,0,0,0,0,0,127456,126840,1042,879.218,126840,75.9271,ok
BBMSCore,84,903,313,282639,33440.9,107384158,0,107384158,0,0,0,0,0,0,0,-1,282639,100,ok
BBMSInter,84,903,313,282639,33440.9,339458,3122453,3461911,563751,0,0,0,0,0,0,-1,282639,100,ok
BBMSDppInstant,84,903,313,282639,33440.9,339458,1460780,1800238,563751,11303,225381,11303,0,0,0,-1,282639,100,ok
BBMSDppStepwise,84,903,313,282639,33440.9,339458,1460780,1800238,563751,11303,149829,130362,0,0,0,-1,282639,100,ok
DijkstraPrims,84,903,313,282639,33440.9,0,0,0,0,0,0,0,198341,197270,1190,897.344,197270,69.7957,ok
BBMSCore,85,903,1380,1246140,26545.8,1488972496,0,1488972496,0,0,0,0,0,0,0,-1,1246140,100,ok
BBMSInter,85,903,1380,1246140,26545.8,1619618,12260937,13880555,2488750,0,0,0,0,0,0,-1,1246140,100,ok
BBMSDppInstant,85,903,1380,1246140,26545.8,1619618,6277577,7897195,2488750,25358,5217206,25358,0,0,0,-1,1246140,100,ok
BBMSDppStepwise,85,903,1380,1246140,26545.8,1619618,6277577,7897195,2488750,25358,877215,742384,0,0,0,-1,1246140,100,ok
DijkstraPrims,85,903,1380,1246140,26545.8,0,0,0,0,0,0,0,782192,780801,2561,1899.93,780801,62.6576,ok
BBMSCore,86,903,1118,1009554,124733,891976956,0,891976956,0,0,0,0,0,0,0,-1,1009554,100,ok
BBMSInter,86,903,1118,1009554,124733,1613030,28324404,29937434,2015587,0,0,0,0,0,0,-1,1009554,100,ok
BBMSDppInstant,86,903,1118,1009554,124733,1613030,4633192,6246222,2015587,93402,1397972,93402,0,0,0,-1,1009554,100,ok
BBMSDppStepwise,86,903,1118,1009554,124733,1613030,4633192,6246222,2015587,93402,1031239,931512,0,0,0,-1,1009554,100,ok
DijkstraPrims,86,903,1118,1009554,124733,0,0,0,0,0,0,0,562684,560050,3163,2207.93,560050,55.475,ok
BBMSCore,87,903,58,52374,19237.7,60633662,0,60633662,0,0,0,0,0,0,0,-1,52374,100,ok
BBMSInter,87,903,58,52374,19237.7,90664,1155201,1245865,103763,0,0,0,0,0,0,-1,52374,100,ok
BBMSDppInstant,87,903,58,52374,19237.7,90664,223901,314565,103763,2112,20480,2112,0,0,0,-1,52374,100,ok
BBMSDppStepwise,87,903,58,52374,19237.7,90664,223901,314565,103763,2112,19442,17231,0,0,0,-1,52374,100,ok
DijkstraPrims,87,903,58,52374,19237.7,0,0,0,0,0,0,0,46319,46160,444,120.844,46160,88.1353,ok
BBMSCore,88,903,1917,1731051,12173.9,2539125470,0,2539125470,0,0,0,0,0,0,0,-1,1731051,100,ok
BBMSInter,88,903,1917,1731051,12173.9,2655242,20358151,23013393,3457416,0,0,0,0,0,0,-1,1731051,100,ok
BBMSDppInstant,88,903,1917,1731051,12173.9,2655242,8114750,10769992,3457416,75432,2036743,75432,0,0,0,-1,1731051,100,ok
BBMSDppStepwise,88,903,1917,1731051,12173.9,2655242,8114750,10769992,3457416,75432,1148436,1031416,0,0,0,-1,1731051,100,ok
