algorithm,pair_index,m,n,cells,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,max_heap_size,avg_heap_size,cells_processed,pct_cells_explored,status
BBMSCore,0,1321,940,1241740,558221,792223330,0,792223330,0,0,0,0,0,0,0,-1,1241740,100,ok
BBMSInter,0,1321,940,1241740,558221,1823988,61055203,62879191,2480991,0,0,0,0,0,0,-1,1241740,100,ok
BBMSDppInstant,0,1321,940,1241740,558221,1823988,5940088,7764076,2480991,198549,1316298,198549,0,0,0,-1,1241740,100,ok
BBMSDppStepwise,0,1321,940,1241740,558221,1823988,5940088,7764076,2480991,198549,1019625,788333,0,0,0,-1,1241740,100,ok
DijkstraPrims,0,1321,940,1241740,558221,0,0,0,0,0,0,0,362245,359524,2845,1912.01,359524,28.9532,ok
BBMSCore,1,1321,931,1229851,2.57833e+06,534194474,0,534194474,0,0,0,0,0,0,0,-1,1229851,100,ok
BBMSInter,1,1321,931,1229851,2.57833e+06,1932626,37298336,39230962,2455694,0,0,0,0,0,0,-1,1229851,100,ok
BBMSDppInstant,1,1321,931,1229851,2.57833e+06,1932626,5694245,7626871,2455694,190929,1548661,190929,0,0,0,-1,1229851,100,ok
BBMSDppStepwise,1,1321,931,1229851,2.57833e+06,1932626,5694245,7626871,2455694,190929,1285548,1073162,0,0,0,-1,1229851,100,ok
DijkstraPrims,1,1321,931,1229851,2.57833e+06,0,0,0,0,0,0,0,112304,110039,2722,2101.77,110039,8.94734,ok
BBMSCore,2,1321,687,907527,5.63953e+06,325778610,0,325778610,0,0,0,0,0,0,0,-1,907527,100,ok
BBMSInter,2,1321,687,907527,5.63953e+06,1180212,30731205,31911417,1811956,0,0,0,0,0,0,-1,907527,100,ok
BBMSDppInstant,2,1321,687,907527,5.63953e+06,1180212,4568315,5748527,1811956,147728,1367467,147728,0,0,0,-1,907527,100,ok
BBMSDppStepwise,2,1321,687,907527,5.63953e+06,1180212,4568315,5748527,1811956,147728,978346,799707,0,0,0,-1,907527,100,ok
DijkstraPrims,2,1321,687,907527,5.63953e+06,0,0,0,0,0,0,0,575433,572902,2876,1444.14,572902,63.1278,ok
BBMSCore,3,1321,1033,1364593,1.3638e+07,634222654,0,634222654,0,0,0,0,0,0,0,-1,1364593,100,ok
BBMSInter,3,1321,1033,1364593,1.3638e+07,1809160,38252128,40061288,2726290,0,0,0,0,0,0,-1,1364593,100,ok
BBMSDppInstant,3,1321,1033,1364593,1.3638e+07,1809160,6821937,8631097,2726290,227142,1870449,227142,0,0,0,-1,1364593,100,ok
BBMSDppStepwise,3,1321,1033,1364593,1.3638e+07,1809160,6821937,8631097,2726290,227142,1381104,1102978,0,0,0,-1,1364593,100,ok
DijkstraPrims,3,1321,1033,1364593,1.3638e+07,0,0,0,0,0,0,0,1250264,1248810,5750,2762.08,1248810,91.5152,ok
BBMSCore,4,1321,714,943194,1.96138e+07,314910318,0,314910318,0,0,0,0,0,0,0,-1,943194,100,ok
BBMSInter,4,1321,714,943194,1.96138e+07,1210274,14201030,15411304,1883093,0,0,0,0,0,0,-1,943194,100,ok
BBMSDppInstant,4,1321,714,943194,1.96138e+07,1210274,4772707,5982981,1883093,141178,1529248,141178,0,0,0,-1,943194,100,ok
BBMSDppStepwise,4,1321,714,943194,1.96138e+07,1210274,4772707,5982981,1883093,141178,1026216,834128,0,0,0,-1,943194,100,ok
DijkstraPrims,4,1321,714,943194,1.96138e+07,0,0,0,0,0,0,0,918877,917591,3110,1715.58,917591,97.2855,ok
BBMSCore,5,1321,615,812415,1.48926e+07,490934890,0,490934890,0,0,0,0,0,0,0,-1,812415,100,ok
BBMSInter,5,1321,615,812415,1.48926e+07,1208380,26054265,27262645,1622894,0,0,0,0,0,0,-1,812415,100,ok
BBMSDppInstant,5,1321,615,812415,1.48926e+07,1208380,3860777,5069157,1622894,113526,941755,113526,0,0,0,-1,812415,100,ok
BBMSDppStepwise,5,1321,615,812415,1.48926e+07,1208380,3860777,5069157,1622894,113526,683117,547171,0,0,0,-1,812415,100,ok
DijkstraPrims,5,1321,615,812415,1.48926e+07,0,0,0,0,0,0,0,510124,507799,3060,1733.95,507799,62.5049,ok
BBMSCore,6,1321,3701,4889021,1.82803e+07,3138901388,0,3138901388,0,0,0,0,0,0,0,-1,4889021,100,ok
BBMSInter,6,1321,3701,4889021,1.82803e+07,5879016,121870810,127749826,9770566,0,0,0,0,0,0,-1,4889021,100,ok
BBMSDppInstant,6,1321,3701,4889021,1.82803e+07,5879016,25369449,31248465,9770566,660181,9578001,660181,0,0,0,-1,4889021,100,ok
BBMSDppStepwise,6,1321,3701,4889021,1.82803e+07,5879016,25369449,31248465,9770566,660181,5587243,4620928,0,0,0,-1,4889021,100,ok
DijkstraPrims,6,1321,3701,4889021,1.82803e+07,0,0,0,0,0,0,0,4769658,4767087,10495,6028.33,4767087,97.506,ok
BBMSCore,7,1321,1170,1545570,1.06349e+07,600593802,0,600593802,0,0,0,0,0,0,0,-1,1545570,100,ok
BBMSInter,7,1321,1170,1545570,1.06349e+07,2131228,42184783,44316011,3088649,0,0,0,0,0,0,-1,1545570,100,ok
BBMSDppInstant,7,1321,1170,1545570,1.06349e+07,2131228,7604712,9735940,3088649,252363,2360899,252363,0,0,0,-1,1545570,100,ok
BBMSDppStepwise,7,1321,1170,1545570,1.06349e+07,2131228,7604712,9735940,3088649,252363,1692310,1386249,0,0,0,-1,1545570,100,ok
DijkstraPrims,7,1321,1170,1545570,1.06349e+07,0,0,0,0,0,0,0,750982,749277,3583,2213.47,749277,48.479,ok
BBMSCore,8,1321,1172,1548212,1.09329e+07,716527602,0,716527602,0,0,0,0,0,0,0,-1,1548212,100,ok
BBMSInter,8,1321,1172,1548212,1.09329e+07,2101094,54877231,56978325,3093931,0,0,0,0,0,0,-1,1548212,100,ok
BBMSDppInstant,8,1321,1172,1548212,1.09329e+07,2101094,7668383,9769477,3093931,270353,2389780,270353,0,0,0,-1,1548212,100,ok
BBMSDppStepwise,8,1321,1172,1548212,1.09329e+07,2101094,7668383,9769477,3093931,270353,1689963,1363670,0,0,0,-1,1548212,100,ok
DijkstraPrims,8,1321,1172,1548212,1.09329e+07,0,0,0,0,0,0,0,735569,733818,3566,2142.44,733818,47.3978,ok
BBMSCore,9,1321,262,346102,1.89587e+06,83210020,0,83210020,0,0,0,0,0,0,0,-1,346102,100,ok
BBMSInter,9,1321,262,346102,1.89587e+06,486320,5957133,6443453,690361,0,0,0,0,0,0,-1,346102,100,ok
BBMSDppInstant,9,1321,262,346102,1.89587e+06,486320,1682141,2168461,690361,76029,373679,76029,0,0,0,-1,346102,100,ok
BBMSDppStepwise,9,1321,262,346102,1.89587e+06,486320,1682141,2168461,690361,76029,282725,197527,0,0,0,-1,346102,100,ok
DijkstraPrims,9,1321,262,346102,1.89587e+06,0,0,0,0,0,0,0,109895,107705,2354,1586.57,107705,31.1194,ok
BBMSCore,10,1321,24,31704,9.85963e+06,1092796,0,1092796,0,0,0,0,0,0,0,-1,31704,100,ok
BBMSInter,10,1321,24,31704,9.85963e+06,30706,240772,271478,62041,0,0,0,0,0,0,-1,31704,100,ok
BBMSDppInstant,10,1321,24,31704,9.85963e+06,30706,166457,197163,62041,4791,26643,4791,0,0,0,-1,31704,100,ok
BBMSDppStepwise,10,1321,24,31704,9.85963e+06,30706,166457,197163,62041,4791,22157,15683,0,0,0,-1,31704,100,ok
DijkstraPrims,10,1321,24,31704,9.85963e+06,0,0,0,0,0,0,0,31701,31692,336,134.709,31692,99.9621,ok
BBMSCore,11,1321,432,570672,7.32471e+06,692616340,0,692616340,0,0,0,0,0,0,0,-1,570672,100,ok
BBMSInter,11,1321,432,570672,7.32471e+06,921300,16064427,16985727,1138726,0,0,0,0,0,0,-1,570672,100,ok
BBMSDppInstant,11,1321,432,570672,7.32471e+06,921300,2600477,3521777,1138726,51033,540455,51033,0,0,0,-1,570672,100,ok
BBMSDppStepwise,11,1321,432,570672,7.32471e+06,921300,2600477,3521777,1138726,51033,361926,289621,0,0,0,-1,570672,100,ok
DijkstraPrims,11,1321,432,570672,7.32471e+06,0,0,0,0,0,0,0,232452,231815,1256,665.596,231815,40.6214,ok
BBMSCore,12,1321,1045,1380445,1.73711e+07,908111182,0,908111182,0,0,0,0,0,0,0,-1,1380445,100,ok
BBMSInter,12,1321,1045,1380445,1.73711e+07,2038792,47050156,49088948,2758491,0,0,0,0,0,0,-1,1380445,100,ok
BBMSDppInstant,12,1321,1045,1380445,1.73711e+07,2038792,6588344,8627136,2758491,155955,2075704,155955,0,0,0,-1,1380445,100,ok
BBMSDppStepwise,12,1321,1045,1380445,1.73711e+07,2038792,6588344,8627136,2758491,155955,1288148,1074542,0,0,0,-1,1380445,100,ok
DijkstraPrims,12,1321,1045,1380445,1.73711e+07,0,0,0,0,0,0,0,954220,952258,3223,2107.48,952258,68.982,ok
BBMSCore,13,1321,377,498017,8.85397e+06,424814904,0,424814904,0,0,0,0,0,0,0,-1,498017,100,ok
BBMSInter,13,1321,377,498017,8.85397e+06,739240,6296292,7035532,994187,0,0,0,0,0,0,-1,498017,100,ok
BBMSDppInstant,13,1321,377,498017,8.85397e+06,739240,2365379,3104619,994187,44231,641990,44231,0,0,0,-1,498017,100,ok
BBMSDppStepwise,13,1321,377,498017,8.85397e+06,739240,2365379,3104619,994187,44231,397686,323621,0,0,0,-1,498017,100,ok
DijkstraPrims,13,1321,377,498017,8.85397e+06,0,0,0,0,0,0,0,252753,252080,1241,797.968,252080,50.6167,ok
BBMSCore,14,1321,2423,3200783,1.98724e+07,3057359074,0,3057359074,0,0,0,0,0,0,0,-1,3200783,100,ok
BBMSInter,14,1321,2423,3200783,1.98724e+07,4946854,186991808,191938662,6397396,0,0,0,0,0,0,-1,3200783,100,ok
BBMSDppInstant,14,1321,2423,3200783,1.98724e+07,4946854,14958984,19905838,6397396,408180,4215623,408180,0,0,0,-1,3200783,100,ok
BBMSDppStepwise,14,1321,2423,3200783,1.98724e+07,4946854,14958984,19905838,6397396,408180,3101814,2601206,0,0,0,-1,3200783,100,ok
DijkstraPrims,14,1321,2423,3200783,1.98724e+07,0,0,0,0,0,0,0,1893619,1889369,5270,3833.1,1889369,59.0283,ok
BBMSCore,15,1321,40,52840,1.27167e+07,13488932,0,13488932,0,0,0,0,0,0,0,-1,52840,100,ok
BBMSInter,15,1321,40,52840,1.27167e+07,48000,2720655,2768655,104286,0,0,0,0,0,0,-1,52840,100,ok
BBMSDppInstant,15,1321,40,52840,1.27167e+07,48000,288357,336357,104286,6974,33473,6974,0,0,0,-1,52840,100,ok
BBMSDppStepwise,15,1321,40,52840,1.27167e+07,48000,288357,336357,104286,6974,31125,23877,0,0,0,-1,52840,100,ok
DijkstraPrims,15,1321,40,52840,1.27167e+07,0,0,0,0,0,0,0,52828,52814,577,291.138,52814,99.9508,ok
BBMSCore,16,1321,149,196829,4.80002e+06,244016004,0,244016004,0,0,0,0,0,0,0,-1,196829,100,ok
BBMSInter,16,1321,149,196829,4.80002e+06,305486,3537888,3843374,390822,0,0,0,0,0,0,-1,196829,100,ok
BBMSDppInstant,16,1321,149,196829,4.80002e+06,305486,909273,1214759,390822,13535,256615,13535,0,0,0,-1,196829,100,ok
BBMSDppStepwise,16,1321,149,196829,4.80002e+06,305486,909273,1214759,390822,13535,132793,107540,0,0,0,-1,196829,100,ok
DijkstraPrims,16,1321,149,196829,4.80002e+06,0,0,0,0,0,0,0,65902,65693,404,278.683,65693,33.3757,ok
BBMSCore,17,1321,1009,1332889,8.99121e+06,600760280,0,600760280,0,0,0,0,0,0,0,-1,1332889,100,ok
BBMSInter,17,1321,1009,1332889,8.99121e+06,1616738,40777343,42394081,2662836,0,0,0,0,0,0,-1,1332889,100,ok
BBMSDppInstant,17,1321,1009,1332889,8.99121e+06,1616738,6888798,8505536,2662836,208935,2104303,208935,0,0,0,-1,1332889,100,ok
BBMSDppStepwise,17,1321,1009,1332889,8.99121e+06,1616738,6888798,8505536,2662836,208935,1342744,1045120,0,0,0,-1,1332889,100,ok
DijkstraPrims,17,1321,1009,1332889,8.99121e+06,0,0,0,0,0,0,0,1330931,1330768,4587,2553.39,1330768,99.8409,ok
BBMSCore,18,1321,631,833551,1.49944e+07,272144250,0,272144250,0,0,0,0,0,0,0,-1,833551,100,ok
BBMSInter,18,1321,631,833551,1.49944e+07,1157648,18233217,19390865,1663999,0,0,0,0,0,0,-1,833551,100,ok
BBMSDppInstant,18,1321,631,833551,1.49944e+07,1157648,4084721,5242369,1663999,103299,1430623,103299,0,0,0,-1,833551,100,ok
BBMSDppStepwise,18,1321,631,833551,1.49944e+07,1157648,4084721,5242369,1663999,103299,864578,712243,0,0,0,-1,833551,100,ok
DijkstraPrims,18,1321,631,833551,1.49944e+07,0,0,0,0,0,0,0,522842,520106,3204,1825.6,520106,62.3964,ok
BBMSCore,19,1321,542,715982,7.15725e+06,853583296,0,853583296,0,0,0,0,0,0,0,-1,715982,100,ok
BBMSInter,19,1321,542,715982,7.15725e+06,1104756,12478429,13583185,1430039,0,0,0,0,0,0,-1,715982,100,ok
BBMSDppInstant,19,1321,542,715982,7.15725e+06,1104756,3341699,4446455,1430039,64343,750639,64343,0,0,0,-1,715982,100,ok
BBMSDppStepwise,19,1321,542,715982,7.15725e+06,1104756,3341699,4446455,1430039,64343,469278,372607,0,0,0,-1,715982,100,ok
DijkstraPrims,19,1321,542,715982,7.15725e+06,0,0,0,0,0,0,0,273009,271719,1860,1134.02,271719,37.9505,ok
BBMSCore,20,1321,215,284015,1.34861e+06,116206348,0,116206348,0,0,0,0,0,0,0,-1,284015,100,ok
BBMSInter,20,1321,215,284015,1.34861e+06,398826,7809909,8208735,565094,0,0,0,0,0,0,-1,284015,100,ok
BBMSDppInstant,20,1321,215,284015,1.34861e+06,398826,1379096,1777922,565094,42041,425618,42041,0,0,0,-1,284015,100,ok
BBMSDppStepwise,20,1321,215,284015,1.34861e+06,398826,1379096,1777922,565094,42041,299326,241678,0,0,0,-1,284015,100,ok
DijkstraPrims,20,1321,215,284015,1.34861e+06,0,0,0,0,0,0,0,23587,23014,610,514.998,23014,8.10309,ok
BBMSCore,21,1321,1445,1908845,1.32735e+07,1017157906,0,1017157906,0,0,0,0,0,0,0,-1,1908845,100,ok
BBMSInter,21,1321,1445,1908845,1.32735e+07,2625198,91372858,93998056,3814199,0,0,0,0,0,0,-1,1908845,100,ok
BBMSDppInstant,21,1321,1445,1908845,1.32735e+07,2625198,9404760,12029958,3814199,322425,2850184,322425,0,0,0,-1,1908845,100,ok
BBMSDppStepwise,21,1321,1445,1908845,1.32735e+07,2625198,9404760,12029958,3814199,322425,2034869,1633893,0,0,0,-1,1908845,100,ok
DijkstraPrims,21,1321,1445,1908845,1.32735e+07,0,0,0,0,0,0,0,958659,955603,4145,2831.29,955603,50.0618,ok
BBMSCore,22,1321,1098,1450458,1.30547e+07,912194324,0,912194324,0,0,0,0,0,0,0,-1,1450458,100,ok
BBMSInter,22,1321,1098,1450458,1.30547e+07,2121132,66372393,68493525,2897291,0,0,0,0,0,0,-1,1450458,100,ok
BBMSDppInstant,22,1321,1098,1450458,1.30547e+07,2121132,6954579,9075711,2897291,197032,1976099,197032,0,0,0,-1,1450458,100,ok
BBMSDppStepwise,22,1321,1098,1450458,1.30547e+07,2121132,6954579,9075711,2897291,197032,1397435,1130379,0,0,0,-1,1450458,100,ok
DijkstraPrims,22,1321,1098,1450458,1.30547e+07,0,0,0,0,0,0,0,283017,280136,3331,2143.44,280136,19.3136,ok
BBMSCore,23,1321,402,531042,3.21304e+06,290903638,0,290903638,0,0,0,0,0,0,0,-1,531042,100,ok
BBMSInter,23,1321,402,531042,3.21304e+06,782836,11875074,12657910,1059815,0,0,0,0,0,0,-1,531042,100,ok
BBMSDppInstant,23,1321,402,531042,3.21304e+06,782836,2530974,3313810,1059815,73096,736108,73096,0,0,0,-1,531042,100,ok
BBMSDppStepwise,23,1321,402,531042,3.21304e+06,782836,2530974,3313810,1059815,73096,503005,408261,0,0,0,-1,531042,100,ok
DijkstraPrims,23,1321,402,531042,3.21304e+06,0,0,0,0,0,0,0,257229,256650,1669,931.614,256650,48.3295,ok
BBMSCore,24,1321,428,565388,1.59519e+07,232445890,0,232445890,0,0,0,0,0,0,0,-1,565388,100,ok
BBMSInter,24,1321,428,565388,1.59519e+07,796246,30938677,31734923,1128468,0,0,0,0,0,0,-1,565388,100,ok
BBMSDppInstant,24,1321,428,565388,1.59519e+07,796246,2751109,3547355,1128468,118700,665694,118700,0,0,0,-1,565388,100,ok
BBMSDppStepwise,24,1321,428,565388,1.59519e+07,796246,2751109,3547355,1128468,118700,536290,403266,0,0,0,-1,565388,100,ok
DijkstraPrims,24,1321,428,565388,1.59519e+07,0,0,0,0,0,0,0,342340,340636,2860,1395.97,340636,60.2482,ok
BBMSCore,25,1321,272,359312,1.38152e+07,281280942,0,281280942,0,0,0,0,0,0,0,-1,359312,100,ok
BBMSInter,25,1321,272,359312,1.38152e+07,536154,29144935,29681089,717031,0,0,0,0,0,0,-1,359312,100,ok
BBMSDppInstant,25,1321,272,359312,1.38152e+07,536154,1699808,2235962,717031,65104,353031,65104,0,0,0,-1,359312,100,ok
BBMSDppStepwise,25,1321,272,359312,1.38152e+07,536154,1699808,2235962,717031,65104,287809,217011,0,0,0,-1,359312,100,ok
DijkstraPrims,25,1321,272,359312,1.38152e+07,0,0,0,0,0,0,0,172258,171693,1410,720.434,171693,47.7838,ok
BBMSCore,26,1321,1954,2581234,2.1497e+07,1522755230,0,1522755230,0,0,0,0,0,0,0,-1,2581234,100,ok
