algorithm,N,sample,runtime_s,frechet_dist,ok
BBMSDppInstant,7000,9,12.0649,999.134,True
DijkstraPrims,8000,3,11.1837,999.924,True
DijkstraPrims,8000,4,11.2441,999.815,True
DijkstraPrims,8000,5,11.2665,1000.06,True
DijkstraPrims,8000,6,11.2667,999.353,True
DijkstraPrims,8000,7,11.185,1000.28,True
DijkstraPrims,8000,8,11.264,999.431,True
DijkstraPrims,8000,9,11.1818,999.48,True
BBMSInter,8000,3,9.53048,999.924,True
BBMSInter,8000,4,7.83935,999.815,True
BBMSInter,8000,5,6.16984,1000.06,True
BBMSInter,8000,6,7.94197,999.353,True
BBMSInter,8000,7,11.7926,1000.28,True
BBMSInter,8000,8,8.19763,999.431,True
BBMSInter,8000,9,10.4274,999.48,True
BBMSDppStepwise,8000,3,18.2434,999.924,True
BBMSDppStepwise,8000,4,16.625,999.815,True
BBMSDppStepwise,8000,5,18.8235,1000.06,True
BBMSDppStepwise,8000,6,16.7494,999.353,True
BBMSDppStepwise,8000,7,16.7615,1000.28,True
BBMSDppStepwise,8000,8,16.5019,999.431,True
BBMSDppStepwise,8000,9,16.5375,999.48,True
BBMSCore,8000,3,53.2523,999.924,True
BBMSCore,8000,4,57.6033,999.815,True
BBMSCore,8000,5,48.1568,1000.06,True
BBMSCore,8000,6,49.4455,999.353,True
BBMSCore,8000,7,72.0565,1000.28,True
BBMSCore,8000,8,46.6904,999.431,True
BBMSCore,8000,9,58.0599,999.48,True
BBMSDppInstant,8000,3,20.2058,999.924,True
BBMSDppInstant,8000,4,19.9158,999.815,True
BBMSDppInstant,8000,5,19.556,1000.06,True
BBMSDppInstant,8000,6,20.4402,999.353,True
BBMSDppInstant,8000,7,20.461,1000.28,True
BBMSDppInstant,8000,8,20.1228,999.431,True
BBMSDppInstant,8000,9,20.7346,999.48,True
DijkstraPrims,9000,3,14.7516,999.241,True
DijkstraPrims,9000,4,14.5826,1000.47,True
DijkstraPrims,9000,5,14.6397,1000.48,True
DijkstraPrims,9000,6,14.7125,1000.02,True
DijkstraPrims,9000,7,14.516,999.743,True
DijkstraPrims,9000,8,14.7088,1000.31,True
DijkstraPrims,9000,9,14.4672,999.869,True
BBMSInter,9000,3,10.4438,999.241,True
BBMSInter,9000,4,18.6318,1000.47,True
BBMSInter,9000,5,15.1489,1000.48,True
BBMSInter,9000,6,13.336,1000.02,True
BBMSInter,9000,7,12.4366,999.743,True
BBMSInter,9000,8,14.8062,1000.31,True
BBMSInter,9000,9,19.8309,999.869,True
BBMSDppStepwise,9000,3,24.5479,999.241,True
BBMSDppStepwise,9000,4,24.7687,1000.47,True
BBMSDppStepwise,9000,5,24.8238,1000.48,True
BBMSDppStepwise,9000,6,24.4914,1000.02,True
BBMSDppStepwise,9000,7,24.6047,999.743,True
BBMSDppStepwise,9000,8,24.2951,1000.31,True
BBMSDppStepwise,9000,9,24.7832,999.869,True
BBMSCore,9000,3,89.6212,999.241,True
BBMSCore,9000,4,103.579,1000.47,True
BBMSCore,9000,5,99.7465,1000.48,True
BBMSCore,9000,6,80.2741,1000.02,True
BBMSCore,9000,7,86.7364,999.743,True
BBMSCore,9000,8,75.658,1000.31,True
BBMSCore,9000,9,117.916,999.869,True
BBMSDppInstant,9000,3,28.4329,999.241,True
BBMSDppInstant,9000,4,29.3687,1000.47,True
BBMSDppInstant,9000,5,38.5174,1000.48,True
BBMSDppInstant,9000,6,30.0488,1000.02,True
BBMSDppInstant,9000,7,30.3113,999.743,True
BBMSDppInstant,9000,8,29.6454,1000.31,True
BBMSDppInstant,9000,9,33.8519,999.869,True
DijkstraPrims,10000,3,19.0067,999.824,True
DijkstraPrims,10000,4,20.2723,999.628,True
DijkstraPrims,10000,5,19.4974,999.429,True
DijkstraPrims,10000,6,18.7618,1000.88,True
DijkstraPrims,10000,7,18.958,999.169,True
DijkstraPrims,10000,8,18.7387,999.171,True
DijkstraPrims,10000,9,18.8494,999.254,True
BBMSInter,10000,3,17.4737,999.824,True
BBMSInter,10000,4,16.9826,999.628,True
BBMSInter,10000,5,23.7557,999.429,True
BBMSInter,10000,6,25.3012,1000.88,True
BBMSInter,10000,7,15.583,999.169,True
BBMSInter,10000,8,18.5659,999.171,True
BBMSInter,10000,9,20.0037,999.254,True
BBMSDppStepwise,10000,3,40.0307,999.824,True
BBMSDppStepwise,10000,4,38.953,999.628,True
BBMSDppStepwise,10000,5,38.8193,999.429,True
BBMSDppStepwise,10000,6,35.5567,1000.88,True
BBMSDppStepwise,10000,7,38.6085,999.169,True
BBMSDppStepwise,10000,8,36.8566,999.171,True
BBMSDppStepwise,10000,9,37.8387,999.254,True
BBMSCore,10000,3,120.79,999.824,True
BBMSCore,10000,4,112.713,999.628,True
BBMSCore,10000,5,114.832,999.429,True
BBMSCore,10000,6,106.04,1000.88,True
BBMSCore,10000,7,103.982,999.169,True
BBMSCore,10000,8,144.709,999.171,True
BBMSCore,10000,9,130.374,999.254,True
BBMSDppInstant,10000,3,43.1058,999.824,True
BBMSDppInstant,10000,4,43.3587,999.628,True
BBMSDppInstant,10000,5,43.2373,999.429,True
BBMSDppInstant,10000,6,43.3499,1000.88,True
BBMSDppInstant,10000,7,42.4506,999.169,True
BBMSDppInstant,10000,8,43.9611,999.171,True
BBMSDppInstant,10000,9,43.5686,999.254,True
DijkstraPrims,11000,3,23.2026,999.67,True
DijkstraPrims,11000,4,23.2499,1000.2,True
DijkstraPrims,11000,5,23.284,1000.06,True
DijkstraPrims,11000,6,23.1694,999.887,True
DijkstraPrims,11000,7,23.1293,999.371,True
DijkstraPrims,11000,8,23.3761,999.1,True
DijkstraPrims,11000,9,23.3749,1000.07,True
BBMSInter,11000,3,32.424,999.67,True
BBMSInter,11000,4,29.4731,1000.2,True
BBMSInter,11000,5,27.1714,1000.06,True
BBMSInter,11000,6,18.502,999.887,True
BBMSInter,11000,7,30.0909,999.371,True
BBMSInter,11000,8,21.9867,999.1,True
BBMSInter,11000,9,25.4109,1000.07,True
BBMSDppStepwise,11000,3,51.2211,999.67,True
BBMSDppStepwise,11000,4,51.664,1000.2,True
BBMSDppStepwise,11000,5,50.8277,1000.06,True
BBMSDppStepwise,11000,6,50.965,999.887,True
BBMSDppStepwise,11000,7,51.171,999.371,True
BBMSDppStepwise,11000,8,51.6534,999.1,True
BBMSDppStepwise,11000,9,52.4158,1000.07,True
BBMSCore,11000,3,176.212,999.67,True
BBMSCore,11000,4,168.959,1000.2,True
BBMSCore,11000,5,152.56,1000.06,True
BBMSCore,11000,6,129.133,999.887,True
BBMSCore,11000,7,156.477,999.371,True
BBMSCore,11000,8,143.46,999.1,True
BBMSCore,11000,9,198.221,1000.07,True
BBMSDppInstant,11000,3,56.5911,999.67,True
BBMSDppInstant,11000,4,57.1944,1000.2,True
BBMSDppInstant,11000,5,56.3615,1000.06,True
BBMSDppInstant,11000,6,57.4962,999.887,True
BBMSDppInstant,11000,7,56.3965,999.371,True
BBMSDppInstant,11000,8,56.7772,999.1,True
BBMSDppInstant,11000,9,57.7593,1000.07,True
DijkstraPrims,12000,3,28.4247,999.549,True
DijkstraPrims,12000,4,28.165,1000.59,True
DijkstraPrims,12000,5,28.3476,999.792,True
DijkstraPrims,12000,6,28.2261,1000.09,True
DijkstraPrims,12000,7,28.5573,1000.06,True
DijkstraPrims,12000,8,28.5829,1000.51,True
DijkstraPrims,12000,9,28.4076,1000.4,True
BBMSInter,12000,3,26.4537,999.549,True
BBMSInter,12000,4,31.3032,1000.59,True
BBMSInter,12000,5,43.717,999.792,True
BBMSInter,12000,6,36.129,1000.09,True
BBMSInter,12000,7,23.4732,1000.06,True
BBMSInter,12000,8,30.9367,1000.51,True
BBMSInter,12000,9,38.2192,1000.4,True
BBMSDppStepwise,12000,3,63.6884,999.549,True
BBMSDppStepwise,12000,4,64.7662,1000.59,True
BBMSDppStepwise,12000,5,64.5062,999.792,True
BBMSDppStepwise,12000,6,63.9551,1000.09,True
BBMSDppStepwise,12000,7,63.2385,1000.06,True
BBMSDppStepwise,12000,8,64.228,1000.51,True
BBMSDppStepwise,12000,9,63.5733,1000.4,True
BBMSCore,12000,3,184.96,999.549,True
BBMSCore,12000,4,217.238,1000.59,True
BBMSCore,12000,5,238.367,999.792,True
BBMSCore,12000,6,219.234,1000.09,True
BBMSCore,12000,7,168.476,1000.06,True
BBMSCore,12000,8,223.288,1000.51,True
BBMSCore,12000,9,201.145,1000.4,True
BBMSDppInstant,12000,3,69.9671,999.549,True
BBMSDppInstant,12000,4,68.6729,1000.59,True
BBMSDppInstant,12000,5,68.2254,999.792,True
BBMSDppInstant,12000,6,69.6748,1000.09,True
BBMSDppInstant,12000,7,70.3561,1000.06,True
BBMSDppInstant,12000,8,69.9094,1000.51,True
BBMSDppInstant,12000,9,70.5727,1000.4,True
DijkstraPrims,13000,3,34.0147,999.358,True
DijkstraPrims,13000,4,34.2354,1000.12,True
DijkstraPrims,13000,5,33.8798,999.691,True
DijkstraPrims,13000,6,34.3154,999.951,True
DijkstraPrims,13000,7,34.1542,999.348,True
DijkstraPrims,13000,8,33.8423,1000.92,True
DijkstraPrims,13000,9,34.1237,1000.68,True
BBMSInter,13000,3,31.8703,999.358,True
BBMSInter,13000,4,30.448,1000.12,True
BBMSInter,13000,5,37.9128,999.691,True
BBMSInter,13000,6,35.305,999.951,True
BBMSInter,13000,7,50.6758,999.348,True
BBMSInter,13000,8,39.5664,1000.92,True
BBMSInter,13000,9,25.0524,1000.68,True
BBMSDppStepwise,13000,3,84.6112,999.358,True
BBMSDppStepwise,13000,4,85.0343,1000.12,True
BBMSDppStepwise,13000,5,83.7235,999.691,True
BBMSDppStepwise,13000,6,83.512,999.951,True
BBMSDppStepwise,13000,7,81.8633,999.348,True
BBMSDppStepwise,13000,8,82.5716,1000.92,True
BBMSDppStepwise,13000,9,81.8438,1000.68,True
BBMSCore,13000,3,261.496,999.358,True
BBMSCore,13000,4,226.567,1000.12,True
BBMSCore,13000,5,242.358,999.691,True
BBMSCore,13000,6,245.814,999.951,True
BBMSCore,13000,7,232.171,999.348,True
BBMSCore,13000,8,261.858,1000.92,True
BBMSCore,13000,9,225.753,1000.68,True
BBMSDppInstant,13000,3,98.6597,999.358,True
BBMSDppInstant,13000,4,96.3664,1000.12,True
BBMSDppInstant,13000,5,99.1908,999.691,True
BBMSDppInstant,13000,6,97.4065,999.951,True
BBMSDppInstant,13000,7,97.3695,999.348,True
BBMSDppInstant,13000,8,97.2366,1000.92,True
BBMSDppInstant,13000,9,95.3654,1000.68,True
DijkstraPrims,14000,3,40.261,1000.7,True
DijkstraPrims,14000,4,40.3143,1000.31,True
DijkstraPrims,14000,5,40.2683,1000.46,True
DijkstraPrims,14000,6,40.4008,1000.25,True
DijkstraPrims,14000,7,40.3564,1000.46,True
DijkstraPrims,14000,8,40.6693,999.788,True
DijkstraPrims,14000,9,40.539,1000.16,True
BBMSInter,14000,3,70.3515,1000.7,True
BBMSInter,14000,4,61.9353,1000.31,True
BBMSInter,14000,5,64.4989,1000.46,True
BBMSInter,14000,6,53.2928,1000.25,True
BBMSInter,14000,7,35.404,1000.46,True
BBMSInter,14000,8,53.7408,999.788,True
BBMSInter,14000,9,39.3953,1000.16,True
BBMSDppStepwise,14000,3,109.538,1000.7,True
BBMSDppStepwise,14000,4,105.401,1000.31,True
BBMSDppStepwise,14000,5,106.822,1000.46,True
BBMSDppStepwise,14000,6,108.324,1000.25,True
BBMSDppStepwise,14000,7,105.362,1000.46,True
BBMSDppStepwise,14000,8,107.982,999.788,True
BBMSDppStepwise,14000,9,106.239,1000.16,True
BBMSCore,14000,3,344.396,1000.7,True
BBMSCore,14000,4,294.462,1000.31,True
BBMSCore,14000,5,336.343,1000.46,True
BBMSCore,14000,6,309.546,1000.25,True
BBMSCore,14000,7,242.848,1000.46,True
BBMSCore,14000,8,329.527,999.788,True
BBMSCore,14000,9,273.197,1000.16,True
BBMSDppInstant,14000,3,131.27,1000.7,True
BBMSDppInstant,14000,4,124.195,1000.31,True
BBMSDppInstant,14000,5,125.952,1000.46,True
BBMSDppInstant,14000,6,122.308,1000.25,True
BBMSDppInstant,14000,7,121.86,1000.46,True
BBMSDppInstant,14000,8,122.712,999.788,True
BBMSDppInstant,14000,9,122.118,1000.16,True
DijkstraPrims,15000,3,47.1983,999.809,True
DijkstraPrims,15000,4,46.8979,1000.99,True
DijkstraPrims,15000,5,47.2495,999.77,True
DijkstraPrims,15000,6,47.1033,999.294,True
DijkstraPrims,15000,7,47.3162,1000.55,True
DijkstraPrims,15000,8,47.4032,999.856,True
DijkstraPrims,15000,9,46.8621,999.356,True
BBMSInter,15000,3,64.9189,999.809,True
BBMSInter,15000,4,104.59,1000.99,True
BBMSInter,15000,5,57.1197,999.77,True
BBMSInter,15000,6,40.2631,999.294,True
BBMSInter,15000,7,59.8687,1000.55,True
BBMSInter,15000,8,45.0806,999.856,True
BBMSInter,15000,9,62.7227,999.356,True
BBMSDppStepwise,15000,3,138.062,999.809,True
BBMSDppStepwise,15000,4,137.145,1000.99,True
BBMSDppStepwise,15000,5,133.717,999.77,True
BBMSDppStepwise,15000,6,136.649,999.294,True
BBMSDppStepwise,15000,7,139.29,1000.55,True
BBMSDppStepwise,15000,8,136.286,999.856,True
BBMSDppStepwise,15000,9,138.78,999.356,True
BBMSCore,15000,3,400.193,999.809,True
BBMSCore,15000,4,362.184,1000.99,True
BBMSCore,15000,5,310.454,999.77,True
BBMSCore,15000,6,330.886,999.294,True
BBMSCore,15000,7,399.98,1000.55,True
BBMSCore,15000,8,323.359,999.856,True
BBMSCore,15000,9,337.346,999.356,True
BBMSDppInstant,15000,3,157.069,999.809,True
BBMSDppInstant,15000,4,157.868,1000.99,True
BBMSDppInstant,15000,5,155.638,999.77,True
BBMSDppInstant,15000,6,152.429,999.294,True
BBMSDppInstant,15000,7,156.914,1000.55,True
BBMSDppInstant,15000,8,153.722,999.856,True
BBMSDppInstant,15000,9,159.209,999.356,True
DijkstraPrims,16000,3,55.024,999.88,True
DijkstraPrims,16000,4,54.1898,1000.26,True
DijkstraPrims,16000,5,54.7773,1000.55,True
DijkstraPrims,16000,6,54.2692,999.398,True
DijkstraPrims,16000,7,54.4898,1000.4,True
DijkstraPrims,16000,8,54.7987,999.231,True
DijkstraPrims,16000,9,54.6681,999.608,True
BBMSInter,16000,3,79.7704,999.88,True
BBMSInter,16000,4,85.9748,1000.26,True
BBMSInter,16000,5,84.0911,1000.55,True
BBMSInter,16000,6,72.6953,999.398,True
BBMSInter,16000,7,76.2201,1000.4,True
BBMSInter,16000,8,93.0049,999.231,True
BBMSInter,16000,9,57.7708,999.608,True
BBMSDppStepwise,16000,3,173.502,999.88,True
BBMSDppStepwise,16000,4,175.971,1000.26,True
BBMSDppStepwise,16000,5,167.568,1000.55,True
BBMSDppStepwise,16000,6,173.52,999.398,True
BBMSDppStepwise,16000,7,169.237,1000.4,True
BBMSDppStepwise,16000,8,172.143,999.231,True
BBMSDppStepwise,16000,9,178.643,999.608,True
BBMSDppInstant,16000,3,193.951,999.88,True
BBMSDppInstant,16000,4,198.38,1000.26,True
BBMSDppInstant,16000,5,191.027,1000.55,True
BBMSDppInstant,16000,6,188.963,999.398,True
BBMSDppInstant,16000,7,184.617,1000.4,True
BBMSDppInstant,16000,8,188.274,999.231,True
BBMSDppInstant,16000,9,190.293,999.608,True
DijkstraPrims,17000,3,63.0151,1000.31,True
DijkstraPrims,17000,4,62.645,1000.21,True
DijkstraPrims,17000,5,62.77,999.888,True
DijkstraPrims,17000,6,62.8287,999.757,True
DijkstraPrims,17000,7,62.251,1000.27,True
DijkstraPrims,17000,8,62.5286,1000.92,True
DijkstraPrims,17000,9,62.7741,1000.56,True
BBMSInter,17000,3,83.2537,1000.31,True
BBMSInter,17000,4,97.2231,1000.21,True
BBMSInter,17000,5,103.939,999.888,True
BBMSInter,17000,6,67.1423,999.757,True
BBMSInter,17000,7,115.924,1000.27,True
BBMSInter,17000,8,130.525,1000.92,True
BBMSInter,17000,9,89.2583,1000.56,True
BBMSDppStepwise,17000,3,214.634,1000.31,True
BBMSDppStepwise,17000,4,208.844,1000.21,True
BBMSDppStepwise,17000,5,210.961,999.888,True
BBMSDppStepwise,17000,6,214.061,999.757,True
BBMSDppStepwise,17000,7,208.496,1000.27,True
BBMSDppStepwise,17000,8,211.983,1000.92,True
BBMSDppStepwise,17000,9,206.656,1000.56,True
BBMSCore,17000,3,525.779,1000.31,True
BBMSCore,17000,4,473.489,1000.21,True
BBMSCore,17000,5,442.27,999.888,True
BBMSCore,17000,6,469.206,999.757,True
BBMSCore,17000,7,500.058,1000.27,True
BBMSCore,17000,8,501.133,1000.92,True
BBMSCore,17000,9,514.221,1000.56,True
BBMSDppInstant,17000,3,232.025,1000.31,True
BBMSDppInstant,17000,4,226.585,1000.21,True
BBMSDppInstant,17000,5,226.833,999.888,True
BBMSDppInstant,17000,6,230.792,999.757,True
BBMSDppInstant,17000,7,227.588,1000.27,True
BBMSDppInstant,17000,8,245.758,1000.92,True
BBMSDppInstant,17000,9,233.156,1000.56,True
DijkstraPrims,18000,3,71.3966,999.221,True
DijkstraPrims,18000,4,71.1354,999.917,True
DijkstraPrims,18000,5,71.7837,1000.55,True
DijkstraPrims,18000,6,71.9506,999.354,True
DijkstraPrims,18000,7,70.899,999.589,True
DijkstraPrims,18000,8,71.1628,999.825,True
DijkstraPrims,18000,9,71.5588,1000.61,True
BBMSInter,18000,3,161.995,999.221,True
BBMSInter,18000,4,176.245,999.917,True
BBMSInter,18000,5,63.3972,1000.55,True
BBMSInter,18000,6,114.508,999.354,True
BBMSInter,18000,7,165.8,999.589,True
BBMSInter,18000,8,94.1451,999.825,True
BBMSInter,18000,9,124.512,1000.61,True
BBMSDppStepwise,18000,3,252.454,999.221,True
BBMSDppStepwise,18000,4,262.245,999.917,True
BBMSDppStepwise,18000,5,242.472,1000.55,True
BBMSDppStepwise,18000,6,246.597,999.354,True
BBMSDppStepwise,18000,7,254.624,999.589,True
BBMSDppStepwise,18000,8,240.17,999.825,True
BBMSDppStepwise,18000,9,256.658,1000.61,True
BBMSCore,18000,3,540.121,999.221,True
BBMSCore,16000,0,458.293,999.481,True
BBMSCore,16000,1,497.504,999.264,True
BBMSCore,16000,2,470.026,999.292,True
BBMSCore,16000,3,530.525,999.88,True
BBMSCore,16000,4,447.221,1000.26,True
BBMSCore,16000,5,438.293,1000.55,True
BBMSCore,16000,6,446.206,999.398,True
BBMSCore,16000,7,414.401,1000.4,True
BBMSCore,16000,8,446.218,999.231,True
BBMSCore,16000,9,377.193,999.608,True
BBMSCore,18000,4,665.802,999.917,True
BBMSCore,18000,5,518.837,1000.55,True
BBMSCore,18000,6,561.274,999.354,True
BBMSCore,18000,7,616.515,999.589,True
BBMSCore,18000,8,493.648,999.825,True
BBMSCore,18000,9,582.305,1000.61,True
BBMSDppInstant,18000,3,268.881,999.221,True
BBMSDppInstant,18000,4,271.644,999.917,True
BBMSDppInstant,18000,5,264.911,1000.55,True
BBMSDppInstant,18000,6,275.379,999.354,True
BBMSDppInstant,18000,7,274.363,999.589,True
BBMSDppInstant,18000,8,272.637,999.825,True
BBMSDppInstant,18000,9,274.246,1000.61,True
DijkstraPrims,19000,3,81.8351,999.624,True
DijkstraPrims,19000,4,81.003,1000.09,True
DijkstraPrims,19000,5,80.4264,999.222,True
DijkstraPrims,19000,6,80.5457,1000.62,True
DijkstraPrims,19000,7,80.2455,999.123,True
DijkstraPrims,19000,8,80.8753,1000.47,True
DijkstraPrims,19000,9,80.1179,1000.41,True
BBMSInter,19000,3,140.271,999.624,True
BBMSInter,19000,4,151.245,1000.09,True
BBMSInter,19000,5,110.633,999.222,True
BBMSInter,19000,6,169.274,1000.62,True
BBMSInter,19000,7,167.498,999.123,True
BBMSInter,19000,8,148.468,1000.47,True
BBMSInter,19000,9,202.186,1000.41,True
BBMSDppStepwise,19000,3,304.287,999.624,True
BBMSDppStepwise,19000,4,292.92,1000.09,True
BBMSDppStepwise,19000,5,297.404,999.222,True
BBMSDppStepwise,19000,6,302.064,1000.62,True
BBMSDppStepwise,19000,7,314.625,999.123,True
BBMSDppStepwise,19000,8,287.731,1000.47,True
BBMSDppStepwise,19000,9,291.994,1000.41,True
BBMSCore,19000,3,715.745,999.624,True
BBMSCore,19000,4,649.537,1000.09,True
BBMSCore,19000,5,598.046,999.222,True
BBMSCore,19000,6,653.047,1000.62,True
BBMSCore,19000,7,672.056,999.123,True
BBMSCore,19000,8,620.769,1000.47,True
BBMSCore,19000,9,675.463,1000.41,True
BBMSDppInstant,19000,3,325.884,999.624,True
BBMSDppInstant,19000,4,323.308,1000.09,True
BBMSDppInstant,19000,5,324.508,999.222,True
BBMSDppInstant,19000,6,324.887,1000.62,True
BBMSDppInstant,19000,7,329.392,999.123,True
BBMSDppInstant,19000,8,321.5,1000.47,True
BBMSDppInstant,19000,9,323.214,1000.41,True
DijkstraPrims,20000,3,90.3976,999.641,True
DijkstraPrims,20000,4,90.6548,1000.88,True
DijkstraPrims,20000,5,90.65,1000.46,True
DijkstraPrims,20000,6,91.1225,1000.46,True
DijkstraPrims,20000,7,90.1824,999.714,True
DijkstraPrims,20000,8,90.3722,999.693,True
DijkstraPrims,20000,9,90.7784,999.551,True
BBMSInter,20000,3,149.54,999.641,True
BBMSInter,20000,4,211.951,1000.88,True
BBMSInter,20000,5,138.879,1000.46,True
BBMSInter,20000,6,304.159,1000.46,True
BBMSInter,20000,7,197.627,999.714,True
BBMSInter,20000,8,147.79,999.693,True
BBMSInter,20000,9,131.999,999.551,True
BBMSDppStepwise,20000,3,343.877,999.641,True
BBMSDppStepwise,20000,4,358.125,1000.88,True
BBMSDppStepwise,20000,5,355.014,1000.46,True
BBMSDppStepwise,20000,6,352.367,1000.46,True
BBMSDppStepwise,20000,7,352.15,999.714,True
BBMSDppStepwise,20000,8,348.695,999.693,True
BBMSDppStepwise,20000,9,339.193,999.551,True
BBMSCore,20000,3,692.983,999.641,True
BBMSCore,20000,4,890.899,1000.88,True
BBMSCore,20000,5,679.398,1000.46,True
BBMSCore,20000,6,870.513,1000.46,True
BBMSCore,20000,7,838.116,999.714,True
BBMSCore,20000,8,720.827,999.693,True
BBMSCore,20000,9,650.429,999.551,True
BBMSDppInstant,20000,3,380.412,999.641,True
BBMSDppInstant,20000,4,370.749,1000.88,True
BBMSDppInstant,20000,5,364.017,1000.46,True
BBMSDppInstant,20000,6,378.026,1000.46,True
BBMSDppInstant,20000,7,375.329,999.714,True
BBMSDppInstant,20000,8,377.99,999.693,True
BBMSDppInstant,20000,9,366.362,999.551,True
DijkstraPrims,21000,3,100.273,999.634,True
DijkstraPrims,21000,4,100.646,999.941,True
DijkstraPrims,21000,5,100.609,1000.59,True
DijkstraPrims,21000,6,100.908,999.427,True
DijkstraPrims,21000,7,101.417,1000.06,True
DijkstraPrims,21000,8,100.593,999.479,True
DijkstraPrims,21000,9,101.309,999.663,True
BBMSInter,21000,3,215.994,999.634,True
BBMSInter,21000,4,151.572,999.941,True
BBMSInter,21000,5,280.809,1000.59,True
BBMSInter,21000,6,213.466,999.427,True
BBMSInter,21000,7,162.934,1000.06,True
BBMSInter,21000,8,242.232,999.479,True
BBMSInter,21000,9,175.914,999.663,True
BBMSDppStepwise,21000,3,398.451,999.634,True
BBMSDppStepwise,21000,4,392.413,999.941,True
BBMSDppStepwise,21000,5,404.293,1000.59,True
BBMSDppStepwise,21000,6,395.067,999.427,True
BBMSDppStepwise,21000,7,421.844,1000.06,True
BBMSDppStepwise,21000,8,416.678,999.479,True
BBMSDppStepwise,21000,9,429.888,999.663,True
BBMSCore,21000,1,866.596,1000.58,True
BBMSCore,21000,2,786.633,999.801,True
BBMSCore,21000,3,720.589,999.634,True
BBMSCore,21000,4,728.88,999.941,True
BBMSCore,21000,5,897.359,1000.59,True
BBMSCore,21000,6,756.52,999.427,True
BBMSCore,21000,7,882.26,1000.06,True
BBMSCore,21000,8,914.873,999.479,True
BBMSCore,21000,9,811.732,999.663,True
BBMSDppInstant,21000,0,424.226,1000.01,True
BBMSDppInstant,21000,1,427.731,1000.58,True
BBMSDppInstant,21000,2,428.088,999.801,True
BBMSDppInstant,21000,3,431.176,999.634,True
BBMSDppInstant,21000,4,418.102,999.941,True
BBMSDppInstant,21000,5,429.516,1000.59,True
BBMSDppInstant,21000,6,429.907,999.427,True
BBMSDppInstant,21000,7,448.498,1000.06,True
BBMSDppInstant,21000,8,428.901,999.479,True
BBMSDppInstant,21000,9,439.519,999.663,True
DijkstraPrims,22000,0,111.661,1000.37,True
DijkstraPrims,22000,1,111.639,999.62,True
DijkstraPrims,22000,2,112.041,1000.39,True
DijkstraPrims,22000,3,112.575,1000.55,True
DijkstraPrims,22000,4,111.709,999.765,True
DijkstraPrims,22000,5,111.434,999.628,True
DijkstraPrims,22000,6,112.236,999.645,True
DijkstraPrims,22000,7,112.399,1000.24,True
DijkstraPrims,22000,8,111.681,1000.04,True
DijkstraPrims,22000,9,111.793,1000.9,True
BBMSInter,22000,0,215.362,1000.37,True
BBMSInter,22000,1,332.069,999.62,True
BBMSInter,22000,2,255.981,1000.39,True
BBMSInter,22000,3,231.261,1000.55,True
BBMSInter,22000,4,256.685,999.765,True
BBMSInter,22000,5,310.41,999.628,True
BBMSInter,22000,6,170.382,999.645,True
BBMSInter,22000,7,275.018,1000.24,True
BBMSInter,22000,8,289.716,1000.04,True
BBMSInter,22000,9,257.555,1000.9,True
BBMSDppStepwise,22000,0,468.603,1000.37,True
BBMSDppStepwise,22000,1,450.875,999.62,True
BBMSDppStepwise,22000,2,470.354,1000.39,True
BBMSDppStepwise,22000,3,454.266,1000.55,True
BBMSDppStepwise,22000,4,461.421,999.765,True
BBMSDppStepwise,22000,5,479.791,999.628,True
BBMSDppStepwise,22000,6,481.425,999.645,True
BBMSDppStepwise,22000,7,477.411,1000.24,True
BBMSDppStepwise,22000,8,472.831,1000.04,True
BBMSDppStepwise,22000,9,497.919,1000.9,True
BBMSCore,22000,0,961.484,1000.37,True
BBMSCore,22000,1,991.59,999.62,True
BBMSCore,22000,2,990.061,1000.39,True
BBMSCore,22000,3,919.506,1000.55,True
BBMSCore,22000,4,870.45,999.765,True
BBMSCore,22000,5,1014.1,999.628,True
BBMSDppInstant,22000,0,-1,-1,False
BBMSDppInstant,22000,1,-1,-1,False
BBMSDppInstant,22000,2,-1,-1,False
BBMSDppInstant,22000,3,-1,-1,False
BBMSDppInstant,22000,4,-1,-1,False
BBMSDppInstant,22000,5,-1,-1,False
BBMSDppInstant,22000,6,-1,-1,False
BBMSDppInstant,22000,7,-1,-1,False
BBMSDppInstant,22000,8,-1,-1,False
BBMSDppInstant,22000,9,-1,-1,False
DijkstraPrims,23000,0,124.104,1000.12,True
DijkstraPrims,23000,1,123.771,999.906,True
DijkstraPrims,23000,2,124.712,999.764,True
DijkstraPrims,23000,3,123.476,1000.48,True
DijkstraPrims,23000,4,124.034,999.337,True
DijkstraPrims,23000,5,124.01,1000.88,True
DijkstraPrims,23000,6,124.604,1000.56,True
DijkstraPrims,23000,7,124.067,999.388,True
DijkstraPrims,23000,8,124.045,999.694,True
DijkstraPrims,23000,9,123.962,999.954,True
BBMSInter,23000,0,297.978,1000.12,True
BBMSInter,23000,1,274.281,999.906,True
BBMSInter,23000,2,152.624,999.764,True
BBMSInter,23000,3,223.722,1000.48,True
BBMSInter,23000,4,242.877,999.337,True
BBMSInter,23000,5,257.055,1000.88,True
BBMSInter,23000,6,212.29,1000.56,True
BBMSInter,23000,7,301.785,999.388,True
BBMSInter,23000,8,308.561,999.694,True
BBMSInter,23000,9,253.339,999.954,True
BBMSDppStepwise,23000,0,-1,-1,False
BBMSDppStepwise,23000,1,-1,-1,False
BBMSDppStepwise,23000,2,-1,-1,False
