algorithm,N,sample,runtime_s,frechet_dist,maxrss_before_mb,maxrss_after_mb,minor_faults,major_faults,block_input_ops,block_output_ops,voluntary_ctx_switches,involuntary_ctx_switches,user_time_s,sys_time_s,blocked_time_s,status,repeat
DijkstraPrims,1400,0,0.560799,2000,6.39844,100.863,34515,0,0,0,0,1,0.540691,0.020118,-9.511e-06,ok,1
BBMSCore,1400,0,22.2485,2000,6.39844,48.3438,11514,0,0,0,0,74,22.2278,0.02,0.000705542,ok,2
BBMSInter,1400,0,51.3917,2000,6.39844,108.379,26826,0,0,0,0,178,51.3612,0.029996,0.000551446,ok,2
BBMSDppInstant,1400,0,0.634644,2000,6.39844,431.262,109912,0,0,0,0,3,0.493047,0.14159,7.113e-06,ok,2
BBMSDppStepwise,1400,0,0.632552,2000,6.39844,431.262,109912,0,0,0,0,5,0.513443,0.119073,3.5542e-05,ok,2
DijkstraPrims,1400,0,0.594733,2000,6.39844,100.863,34515,0,0,0,0,2,0.564542,0.029855,0.000335802,ok,2
BBMSCore,1400,1,25.1794,2000,6.40625,48.3867,11514,0,0,0,0,103,25.1601,0.016089,0.00325306,ok,0
BBMSInter,1400,1,52.2326,2000,6.40625,108.367,26826,0,0,0,0,204,52.1813,0.049995,0.00133157,ok,0
BBMSDppInstant,1400,1,0.635679,2000,6.40625,431.262,109912,0,0,0,0,1,0.49583,0.139865,-1.5583e-05,ok,0
BBMSDppStepwise,1400,1,0.629743,2000,6.40625,431.242,109912,0,0,0,0,6,0.471317,0.158353,7.3303e-05,ok,0
DijkstraPrims,1400,1,0.558211,2000,6.40625,100.859,34515,0,0,0,0,3,0.528094,0.030097,2.0499e-05,ok,0
BBMSCore,1400,1,23.3413,2000,6.40625,48.4805,11514,0,0,0,0,76,23.3285,0.01,0.00278214,ok,1
BBMSInter,1400,1,49.7122,2000,6.40625,108.242,26826,0,0,0,0,174,49.6714,0.039996,0.00079566,ok,1
BBMSDppInstant,1400,1,0.633199,2000,6.40625,431.262,109912,0,0,0,0,4,0.48391,0.149258,3.058e-05,ok,1
BBMSDppStepwise,1400,1,0.6296,2000,6.40625,431.258,109912,0,0,0,0,2,0.468768,0.160827,5.281e-06,ok,1
DijkstraPrims,1400,1,0.583154,2000,6.40625,100.875,34515,0,0,0,0,2,0.503579,0.079573,2.413e-06,ok,1
BBMSCore,1400,1,23.7333,2000,6.40625,48.3672,11514,0,0,0,0,104,23.7158,0.016314,0.00124361,ok,2
BBMSInter,1400,1,48.7733,2000,6.40625,108.379,26826,0,0,0,0,177,48.7528,0.019998,0.000537389,ok,2
BBMSDppInstant,1400,1,0.632295,2000,6.40625,431.258,109912,0,0,0,0,5,0.473266,0.158981,4.8023e-05,ok,2
BBMSDppStepwise,1400,1,0.632421,2000,6.40625,431.254,109912,0,0,0,0,2,0.470875,0.161537,9.228e-06,ok,2
DijkstraPrims,1400,1,0.595973,2000,6.40625,100.859,34515,0,0,0,0,1,0.526001,0.069835,0.000136965,ok,2
BBMSCore,1400,2,20.4508,2000,6.41016,48.4844,11514,0,0,0,0,79,20.4276,0.020002,0.0031724,ok,0
BBMSInter,1400,2,49.3804,2000,6.41406,108.242,26826,0,0,0,0,167,49.3596,0.020001,0.000820769,ok,0
BBMSDppInstant,1400,2,0.637953,2000,6.41406,431.27,109912,0,0,0,0,7,0.557506,0.080342,0.000105024,ok,0
BBMSDppStepwise,1400,2,0.632068,2000,6.41797,431.262,109912,0,0,0,0,2,0.510759,0.121311,-1.826e-06,ok,0
DijkstraPrims,1400,2,0.56035,2000,6.41797,100.848,34515,0,0,0,0,3,0.520641,0.039664,4.4555e-05,ok,0
BBMSCore,1400,2,20.9735,2000,6.41797,48.4961,11514,0,0,0,0,85,20.9513,0.020005,0.00221889,ok,1
BBMSInter,1400,2,48.2984,2000,6.41797,108.242,26826,0,0,0,0,148,48.2574,0.040002,0.00106798,ok,1
BBMSDppInstant,1400,2,0.632844,2000,6.41797,431.25,109912,0,0,0,0,2,0.523237,0.109598,9.371e-06,ok,1
BBMSDppStepwise,1400,2,0.628952,2000,6.41797,431.234,109912,0,0,0,0,2,0.478057,0.150893,1.946e-06,ok,1
DijkstraPrims,1400,2,0.565931,2000,6.41797,100.742,34515,0,0,0,0,3,0.535889,0.03004,2.248e-06,ok,1
BBMSCore,1400,2,23.6563,2000,6.41797,48.5,11514,0,0,0,0,96,23.6341,0.019999,0.00219445,ok,2
BBMSInter,1400,2,48.5061,2000,6.41797,108.375,26826,0,0,0,0,172,48.4647,0.039999,0.00142194,ok,2
BBMSDppInstant,1400,2,0.637418,2000,6.41797,431.258,109912,0,0,0,0,1,0.486898,0.150528,-8.028e-06,ok,2
BBMSDppStepwise,1400,2,0.630278,2000,6.41797,431.258,109912,0,0,0,0,2,0.471486,0.158783,8.69e-06,ok,2
DijkstraPrims,1400,2,0.567675,2000,6.41797,100.875,34515,0,0,0,0,5,0.537515,0.030129,3.0975e-05,ok,2
BBMSCore,1400,3,22.0407,2000,6.42188,48.3516,11514,0,0,0,0,85,22.0285,0.009997,0.00224582,ok,0
BBMSInter,1400,3,48.382,2000,6.42578,108.25,26826,0,0,0,0,168,48.3413,0.039998,0.000729533,ok,0
BBMSDppInstant,1400,3,0.636523,2000,6.42578,431.289,109912,0,0,0,0,5,0.485914,0.150585,2.4409e-05,ok,0
BBMSDppStepwise,1400,3,0.637706,2000,6.42578,431.23,109912,0,0,0,0,1,0.517021,0.1207,-1.5157e-05,ok,0
DijkstraPrims,1400,3,0.583721,2000,6.42578,100.883,34515,0,0,0,0,1,0.569755,0.013976,-9.506e-06,ok,0
BBMSCore,1400,3,23.8321,2000,6.42578,48.3672,11514,0,0,0,0,86,23.8188,0.009997,0.00328032,ok,1
BBMSInter,1400,3,48.1294,2000,6.42578,108.25,26826,0,0,0,0,176,48.1073,0.020001,0.00214584,ok,1
BBMSDppInstant,1400,3,0.63691,2000,6.42578,431.242,109912,0,0,0,0,2,0.526407,0.110504,-6.03e-07,ok,1
